C601,C602,C003 No llenar,C006,C101,C102,C103,R001-0501
2024,P11,NA,614,P205,P01,P01,"48,289"
2024,P11,NA,616,P205,P01,P01,1
2024,P11,NA,618,P205,P01,P01,"47,975"
2024,P11,NA,622,P205,P01,P01,"16,448"
2024,P11,NA,624,P205,P01,P01,"19,171"
2024,P11,NA,625,P205,P01,P01,"4,772"
2024,P11,NA,627,P205,P01,P01,"3,520"
2024,P11,NA,629,P205,P01,P01,"1,272"
2024,P11,NA,631,P205,P01,P01,"10,220"
2024,P11,NA,632,P205,P01,P01,449
2024,P11,NA,636,P205,P01,P01,63
2024,P11,NA,638,P205,P01,P01,741
2024,P11,NA,639,P205,P01,P01,"6,272"
2024,P11,NA,641,P205,P01,P01,67
2024,P11,NA,642,P205,P01,P01,"9,261"
2024,P11,NA,644,P205,P01,P01,"27,649"
2024,P11,NA,646,P205,P01,P01,"34,218"
2024,P11,NA,647,P205,P01,P01,"2,369"
2024,P11,NA,648,P205,P01,P01,"3,986"
2024,P11,NA,653,P205,P01,P01,"12,122"
2024,P11,NA,656,P205,P01,P01,"111,326"
2024,P11,NA,659,P205,P01,P01,1
2024,P11,NA,661,P205,P01,P01,"8,108"
2024,P11,NA,662,P205,P01,P01,"43,640"
2024,P11,NA,664,P205,P01,P01,"249,967"
2024,P11,NA,665,P205,P01,P01,"8,466"
2024,P11,NA,667,P205,P01,P01,"58,076"
2024,P11,NA,668,P205,P01,P01,"21,288"
2024,P11,NA,669,P205,P01,P01,"56,316"
2024,P11,NA,671,P205,P01,P01,232
2024,P11,NA,672,P205,P01,P01,"2,773"
2024,P11,NA,673,P205,P01,P01,"3,521"
2024,P11,NA,674,P205,P01,P01,2
2024,P11,NA,675,P205,P01,P01,666
2024,P11,NA,676,P205,P01,P01,"2,351"
2024,P11,NA,686,P205,P01,P01,"72,750"
2024,P11,NA,687,P205,P01,P01,"7,542"
2024,P11,NA,694,P205,P01,P01,"1,973"
2024,P11,NA,695,P205,P01,P01,"1,194"
2024,P11,NA,696,P205,P01,P01,197
2024,P11,NA,697,P205,P01,P01,285
2024,P11,NA,698,P205,P01,P01,694
2024,P11,NA,712,P205,P01,P01,"114,882"
2024,P11,NA,713,P205,P01,P01,"8,888"
2024,P11,NA,714,P205,P01,P01,443
2024,P11,NA,715,P205,P01,P01,"11,742"
2024,P11,NA,721,P205,P01,P01,106
2024,P11,NA,722,P205,P01,P01,"219,316"
2024,P11,NA,723,P205,P01,P01,3
2024,P11,NA,726,P205,P01,P01,"2,265"
2024,P11,NA,728,P205,P01,P01,11
2024,P11,NA,729,P205,P01,P01,"471,031"
2024,P11,NA,732,P205,P01,P01,452
2024,P11,NA,733,P205,P01,P01,"30,711"
2024,P11,NA,734,P205,P01,P01,"25,961"
2024,P11,NA,735,P205,P01,P01,"92,004"
2024,P11,NA,736,P205,P01,P01,1
2024,P11,NA,738,P205,P01,P01,6
2024,P11,NA,739,P205,P01,P01,31
2024,P11,NA,742,P205,P01,P01,153
2024,P11,NA,744,P205,P01,P01,"110,232"
2024,P11,NA,746,P205,P01,P01,"1,403"
2024,P11,NA,747,P205,P01,P01,"29,815"
2024,P11,NA,748,P205,P01,P01,899
2024,P11,NA,749,P205,P01,P01,651
2024,P11,NA,753,P205,P01,P01,"16,957"
2024,P11,NA,754,P205,P01,P01,300
2024,P11,NA,755,P205,P01,P01,"14,242"
2024,P11,NA,756,P205,P01,P01,"4,320"
2024,P11,NA,757,P205,P01,P01,149
2024,P11,NA,759,P205,P01,P01,53
2024,P11,NA,762,P205,P01,P01,"6,009"
2024,P11,NA,764,P205,P01,P01,"1,257"
2024,P11,NA,765,P205,P01,P01,192
2024,P11,NA,766,P205,P01,P01,"9,494"
2024,P11,NA,767,P205,P01,P01,719
2024,P11,NA,768,P205,P01,P01,1
2024,P11,NA,771,P205,P01,P01,"175,747"
2024,P11,NA,772,P205,P01,P01,"33,266"
2024,P11,NA,773,P205,P01,P01,"62,781"
2024,P11,NA,775,P205,P01,P01,"88,265"
2024,P11,NA,776,P205,P01,P01,"36,165"
2024,P11,NA,777,P205,P01,P01,"257,562"
2024,P11,NA,779,P205,P01,P01,"19,121"
2024,P11,NA,781,P205,P01,P01,201
2024,P11,NA,782,P205,P01,P01,"48,473"
2024,P11,NA,783,P205,P01,P01,"19,538"
2024,P11,NA,784,P205,P01,P01,"9,780"
2024,P11,NA,785,P205,P01,P01,106
2024,P11,NA,786,P205,P01,P01,"8,159"
2024,P11,NA,789,P205,P01,P01,1
2024,P11,NA,791,P205,P01,P01,"3,348"
2024,P11,NA,797,P205,P01,P01,433
2024,P11,NA,821,P205,P01,P01,"5,668"
2024,P11,NA,824,P205,P01,P01,"2,361"
2024,P11,NA,825,P205,P01,P01,95
2024,P11,NA,826,P205,P01,P01,"12,068"
2024,P11,NA,828,P205,P01,P01,"8,816"
2024,P11,NA,831,P205,P01,P01,"8,866"
2024,P11,NA,833,P205,P01,P01,"63,751"
2024,P11,NA,834,P205,P01,P01,"27,058"
2024,P11,NA,842,P205,P01,P01,706
2024,P11,NA,844,P205,P01,P01,"99,446"
2024,P11,NA,861,P205,P01,P01,"1,953"
2024,P11,NA,862,P205,P01,P01,60
2024,P11,NA,864,P205,P01,P01,157
2024,P11,NA,866,P205,P01,P01,"15,154"
2024,P11,NA,867,P205,P01,P01,"95,495"
2024,P11,NA,868,P205,P01,P01,"53,959"
2024,P11,NA,871,P205,P01,P01,"108,985"
2024,P11,NA,872,P205,P01,P01,"8,800"
2024,P11,NA,877,P205,P01,P01,"3,581"
2024,P11,NA,878,P205,P01,P01,"11,035"
2024,P11,NA,891,P205,P01,P01,134
2024,P11,NA,894,P205,P01,P01,"5,856"
2024,P11,NA,897,P205,P01,P01,"2,138"
2024,P11,NA,899,P205,P01,P01,"86,304"
2024,P11,NA,913,P205,P01,P01,1
2024,P11,NA,914,P205,P01,P01,"1,487"
2024,P11,NA,916,P205,P01,P01,"17,518"
2024,P11,NA,917,P205,P01,P01,"19,386"
2024,P11,NA,918,P205,P01,P01,"5,437"
2024,P11,NA,919,P205,P01,P01,"12,770"
2024,P11,NA,921,P205,P01,P01,"73,699"
2024,P11,NA,922,P205,P01,P01,"50,125"
2024,P11,NA,923,P205,P01,P01,"14,761"
2024,P11,NA,924,P205,P01,P01,"16,168"
2024,P11,NA,932,P205,P01,P01,"10,677"
2024,P11,NA,933,P205,P01,P01,"18,357"
2024,P11,NA,934,P205,P01,P01,"13,916"
2024,P11,NA,936,P205,P01,P01,"21,162"
2024,P11,NA,937,P205,P01,P01,"20,086"
2024,P11,NA,938,P205,P01,P01,"31,532"
2024,P11,NA,951,P205,P01,P01,"74,532"
2024,P11,NA,953,P205,P01,P01,"28,102"
2024,P11,NA,954,P205,P01,P01,"15,761"
2024,P11,NA,958,P205,P01,P01,"20,412"
2024,P11,NA,961,P205,P01,P01,"125,740"
2024,P11,NA,962,P205,P01,P01,"54,645"
2024,P11,NA,963,P205,P01,P01,"18,352"
2024,P11,NA,964,P205,P01,P01,"5,925"
2024,P11,NA,965,P205,P01,P01,"6,745"
2024,P11,NA,966,P205,P01,P01,"9,045"
2024,P11,NA,967,P205,P01,P01,"29,643"
2024,P11,NA,968,P205,P01,P01,"13,226"
2024,P11,NA,971,P205,P01,P01,"46,816"
2024,P11,NA,972,P205,P01,P01,369
2024,P11,NA,981,P205,P01,P01,"42,459"
2024,P11,NA,982,P205,P01,P01,"12,955"
2024,P11,NA,983,P205,P01,P01,"29,895"
2024,P11,NA,984,P205,P01,P01,"42,482"
2024,P11,NA,985,P205,P01,P01,"16,313"
2024,P11,NA,986,P205,P01,P01,"11,418"
2024,P11,NA,987,P205,P01,P01,"16,729"
2024,P11,NA,988,P205,P01,P01,"3,453"
2024,P11,NA,991,P205,P01,P01,"6,172"
2024,P11,NA,993,P205,P01,P01,"107,143"
2024,P11,NA,996,P205,P01,P01,"2,992"
2024,P11,NA,997,P205,P01,P01,"2,466"
2024,P11,NA,998,P205,P01,P01,"131,835"
2024,P11,NA,999,P205,P01,P01,"195,495"
2024,P11,NA,33,P205,P01,P02,"148,467"
2024,P11,NA,55,P205,P01,P02,"762,410"
2024,P11,NA,81,P205,P01,P02,"96,598"
2024,P11,NA,222,P205,P01,P02,"61,172"
2024,P11,NA,223,P205,P01,P02,111
2024,P11,NA,224,P205,P01,P02,24
2024,P11,NA,225,P205,P01,P02,"1,085"
2024,P11,NA,226,P205,P01,P02,45
2024,P11,NA,227,P205,P01,P02,396
2024,P11,NA,228,P205,P01,P02,"16,760"
2024,P11,NA,229,P205,P01,P02,"25,979"
2024,P11,NA,231,P205,P01,P02,"1,140"
2024,P11,NA,232,P205,P01,P02,"1,263"
2024,P11,NA,233,P205,P01,P02,2
2024,P11,NA,235,P205,P01,P02,49
2024,P11,NA,237,P205,P01,P02,"1,010"
2024,P11,NA,238,P205,P01,P02,"5,162"
2024,P11,NA,241,P205,P01,P02,"4,133"
2024,P11,NA,243,P205,P01,P02,445
2024,P11,NA,244,P205,P01,P02,"2,014"
2024,P11,NA,245,P205,P01,P02,50
2024,P11,NA,246,P205,P01,P02,"6,158"
2024,P11,NA,247,P205,P01,P02,"1,519"
2024,P11,NA,248,P205,P01,P02,"2,102"
2024,P11,NA,249,P205,P01,P02,200
2024,P11,NA,271,P205,P01,P02,"7,780"
2024,P11,NA,272,P205,P01,P02,"8,920"
2024,P11,NA,273,P205,P01,P02,209
2024,P11,NA,274,P205,P01,P02,330
2024,P11,NA,276,P205,P01,P02,63
2024,P11,NA,278,P205,P01,P02,222
2024,P11,NA,279,P205,P01,P02,37
2024,P11,NA,281,P205,P01,P02,44
2024,P11,NA,282,P205,P01,P02,195
2024,P11,NA,284,P205,P01,P02,23
2024,P11,NA,285,P205,P01,P02,195
2024,P11,NA,287,P205,P01,P02,"1,005"
2024,P11,NA,288,P205,P01,P02,398
2024,P11,NA,294,P205,P01,P02,314
2024,P11,NA,296,P205,P01,P02,260
2024,P11,NA,297,P205,P01,P02,60
2024,P11,NA,311,P205,P01,P02,"8,027"
2024,P11,NA,312,P205,P01,P02,"9,347"
2024,P11,NA,313,P205,P01,P02,"1,477"
2024,P11,NA,314,P205,P01,P02,"5,631"
2024,P11,NA,315,P205,P01,P02,328
2024,P11,NA,317,P205,P01,P02,64
2024,P11,NA,319,P205,P01,P02,110
2024,P11,NA,322,P205,P01,P02,"8,271"
2024,P11,NA,323,P205,P01,P02,230
2024,P11,NA,324,P205,P01,P02,45
2024,P11,NA,325,P205,P01,P02,53
2024,P11,NA,327,P205,P01,P02,39
2024,P11,NA,341,P205,P01,P02,"2,519"
2024,P11,NA,342,P205,P01,P02,55
2024,P11,NA,346,P205,P01,P02,2
2024,P11,NA,347,P205,P01,P02,35
2024,P11,NA,348,P205,P01,P02,"2,543"
2024,P11,NA,351,P205,P01,P02,"2,839"
2024,P11,NA,352,P205,P01,P02,"1,718"
2024,P11,NA,353,P205,P01,P02,593
2024,P11,NA,354,P205,P01,P02,310
2024,P11,NA,358,P205,P01,P02,6
2024,P11,NA,373,P205,P01,P02,74
2024,P11,NA,374,P205,P01,P02,132
2024,P11,NA,375,P205,P01,P02,276
2024,P11,NA,376,P205,P01,P02,19
2024,P11,NA,378,P205,P01,P02,"2,074"
2024,P11,NA,384,P205,P01,P02,80
2024,P11,NA,386,P205,P01,P02,27
2024,P11,NA,388,P205,P01,P02,1
2024,P11,NA,389,P205,P01,P02,23
2024,P11,NA,391,P205,P01,P02,44
2024,P11,NA,392,P205,P01,P02,"1,418"
2024,P11,NA,393,P205,P01,P02,519
2024,P11,NA,395,P205,P01,P02,266
2024,P11,NA,411,P205,P01,P02,974
2024,P11,NA,412,P205,P01,P02,320
2024,P11,NA,413,P205,P01,P02,157
2024,P11,NA,414,P205,P01,P02,552
2024,P11,NA,415,P205,P01,P02,"4,088"
2024,P11,NA,417,P205,P01,P02,319
2024,P11,NA,418,P205,P01,P02,"2,190"
2024,P11,NA,419,P205,P01,P02,289
2024,P11,NA,421,P205,P01,P02,7
2024,P11,NA,425,P205,P01,P02,173
2024,P11,NA,427,P205,P01,P02,"4,413"
2024,P11,NA,428,P205,P01,P02,126
2024,P11,NA,429,P205,P01,P02,282
2024,P11,NA,431,P205,P01,P02,39
2024,P11,NA,432,P205,P01,P02,76
2024,P11,NA,433,P205,P01,P02,22
2024,P11,NA,434,P205,P01,P02,858
2024,P11,NA,436,P205,P01,P02,64
2024,P11,NA,438,P205,P01,P02,1
2024,P11,NA,441,P205,P01,P02,453
2024,P11,NA,442,P205,P01,P02,"42,370"
2024,P11,NA,443,P205,P01,P02,"16,571"
2024,P11,NA,444,P205,P01,P02,"32,246"
2024,P11,NA,445,P205,P01,P02,308
2024,P11,NA,447,P205,P01,P02,79
2024,P11,NA,448,P205,P01,P02,756
2024,P11,NA,449,P205,P01,P02,"25,609"
2024,P11,NA,452,P205,P01,P02,"4,556"
2024,P11,NA,453,P205,P01,P02,785
2024,P11,NA,456,P205,P01,P02,924
2024,P11,NA,458,P205,P01,P02,183
2024,P11,NA,461,P205,P01,P02,"13,666"
2024,P11,NA,462,P205,P01,P02,"12,303"
2024,P11,NA,464,P205,P01,P02,"6,647"
2024,P11,NA,465,P205,P01,P02,603
2024,P11,NA,466,P205,P01,P02,187
2024,P11,NA,468,P205,P01,P02,294
2024,P11,NA,469,P205,P01,P02,412
2024,P11,NA,472,P205,P01,P02,"3,530"
2024,P11,NA,473,P205,P01,P02,"9,201"
2024,P11,NA,474,P205,P01,P02,"1,817"
2024,P11,NA,475,P205,P01,P02,56
2024,P11,NA,476,P205,P01,P02,"4,343"
2024,P11,NA,477,P205,P01,P02,"54,444"
2024,P11,NA,478,P205,P01,P02,224
2024,P11,NA,481,P205,P01,P02,676
2024,P11,NA,483,P205,P01,P02,19
2024,P11,NA,485,P205,P01,P02,48
2024,P11,NA,486,P205,P01,P02,2
2024,P11,NA,487,P205,P01,P02,362
2024,P11,NA,488,P205,P01,P02,317
2024,P11,NA,489,P205,P01,P02,60
2024,P11,NA,492,P205,P01,P02,"8,506"
2024,P11,NA,493,P205,P01,P02,"1,780"
2024,P11,NA,494,P205,P01,P02,263
2024,P11,NA,495,P205,P01,P02,299
2024,P11,NA,496,P205,P01,P02,47
2024,P11,NA,498,P205,P01,P02,87
2024,P11,NA,595,P205,P01,P02,205
2024,P11,NA,612,P205,P01,P02,"2,198"
2024,P11,NA,613,P205,P01,P02,19
2024,P11,NA,614,P205,P01,P02,"13,288"
2024,P11,NA,616,P205,P01,P02,2
2024,P11,NA,618,P205,P01,P02,"6,092"
2024,P11,NA,622,P205,P01,P02,"3,742"
2024,P11,NA,623,P205,P01,P02,1
2024,P11,NA,624,P205,P01,P02,"2,820"
2024,P11,NA,625,P205,P01,P02,946
2024,P11,NA,627,P205,P01,P02,153
2024,P11,NA,629,P205,P01,P02,90
2024,P11,NA,631,P205,P01,P02,"4,675"
2024,P11,NA,632,P205,P01,P02,167
2024,P11,NA,633,P205,P01,P02,1
2024,P11,NA,635,P205,P01,P02,1
2024,P11,NA,636,P205,P01,P02,24
2024,P11,NA,638,P205,P01,P02,90
2024,P11,NA,639,P205,P01,P02,"1,179"
2024,P11,NA,641,P205,P01,P02,24
2024,P11,NA,642,P205,P01,P02,"2,519"
2024,P11,NA,644,P205,P01,P02,"5,643"
2024,P11,NA,645,P205,P01,P02,2
2024,P11,NA,646,P205,P01,P02,"9,003"
2024,P11,NA,647,P205,P01,P02,169
2024,P11,NA,648,P205,P01,P02,663
2024,P11,NA,653,P205,P01,P02,"1,957"
2024,P11,NA,656,P205,P01,P02,"21,554"
2024,P11,NA,661,P205,P01,P02,820
2024,P11,NA,662,P205,P01,P02,"12,340"
2024,P11,NA,664,P205,P01,P02,"40,431"
2024,P11,NA,665,P205,P01,P02,"1,439"
2024,P11,NA,667,P205,P01,P02,"8,185"
2024,P11,NA,668,P205,P01,P02,"5,060"
2024,P11,NA,669,P205,P01,P02,"6,034"
2024,P11,NA,671,P205,P01,P02,45
2024,P11,NA,672,P205,P01,P02,71
2024,P11,NA,673,P205,P01,P02,325
2024,P11,NA,675,P205,P01,P02,19
2024,P11,NA,676,P205,P01,P02,33
2024,P11,NA,677,P205,P01,P02,1
2024,P11,NA,686,P205,P01,P02,"16,085"
2024,P11,NA,687,P205,P01,P02,"2,413"
2024,P11,NA,694,P205,P01,P02,55
2024,P11,NA,695,P205,P01,P02,42
2024,P11,NA,696,P205,P01,P02,38
2024,P11,NA,697,P205,P01,P02,24
2024,P11,NA,698,P205,P01,P02,73
2024,P11,NA,712,P205,P01,P02,"5,411"
2024,P11,NA,713,P205,P01,P02,"1,362"
2024,P11,NA,714,P205,P01,P02,34
2024,P11,NA,715,P205,P01,P02,351
2024,P11,NA,721,P205,P01,P02,4
2024,P11,NA,722,P205,P01,P02,"44,133"
2024,P11,NA,726,P205,P01,P02,670
2024,P11,NA,729,P205,P01,P02,"23,872"
2024,P11,NA,732,P205,P01,P02,29
2024,P11,NA,733,P205,P01,P02,789
2024,P11,NA,734,P205,P01,P02,595
2024,P11,NA,735,P205,P01,P02,"7,255"
2024,P11,NA,739,P205,P01,P02,6
2024,P11,NA,742,P205,P01,P02,22
2024,P11,NA,744,P205,P01,P02,"9,154"
2024,P11,NA,745,P205,P01,P02,1
2024,P11,NA,746,P205,P01,P02,50
2024,P11,NA,747,P205,P01,P02,"1,879"
2024,P11,NA,748,P205,P01,P02,17
2024,P11,NA,749,P205,P01,P02,38
2024,P11,NA,753,P205,P01,P02,502
2024,P11,NA,754,P205,P01,P02,33
2024,P11,NA,755,P205,P01,P02,656
2024,P11,NA,756,P205,P01,P02,26
2024,P11,NA,757,P205,P01,P02,19
2024,P11,NA,759,P205,P01,P02,24
2024,P11,NA,762,P205,P01,P02,517
2024,P11,NA,764,P205,P01,P02,26
2024,P11,NA,765,P205,P01,P02,28
2024,P11,NA,766,P205,P01,P02,120
2024,P11,NA,767,P205,P01,P02,44
2024,P11,NA,771,P205,P01,P02,"19,203"
2024,P11,NA,772,P205,P01,P02,447
2024,P11,NA,773,P205,P01,P02,"2,971"
2024,P11,NA,775,P205,P01,P02,"6,196"
2024,P11,NA,776,P205,P01,P02,307
2024,P11,NA,777,P205,P01,P02,"38,583"
2024,P11,NA,779,P205,P01,P02,877
2024,P11,NA,781,P205,P01,P02,13
2024,P11,NA,782,P205,P01,P02,"3,509"
2024,P11,NA,783,P205,P01,P02,"1,175"
2024,P11,NA,784,P205,P01,P02,257
2024,P11,NA,785,P205,P01,P02,26
2024,P11,NA,786,P205,P01,P02,66
2024,P11,NA,789,P205,P01,P02,2
2024,P11,NA,791,P205,P01,P02,49
2024,P11,NA,797,P205,P01,P02,81
2024,P11,NA,821,P205,P01,P02,481
2024,P11,NA,824,P205,P01,P02,122
2024,P11,NA,825,P205,P01,P02,12
2024,P11,NA,826,P205,P01,P02,"1,263"
2024,P11,NA,828,P205,P01,P02,309
2024,P11,NA,831,P205,P01,P02,120
2024,P11,NA,833,P205,P01,P02,"10,165"
2024,P11,NA,834,P205,P01,P02,"3,681"
2024,P11,NA,842,P205,P01,P02,14
2024,P11,NA,844,P205,P01,P02,"15,747"
2024,P11,NA,861,P205,P01,P02,69
2024,P11,NA,862,P205,P01,P02,33
2024,P11,NA,864,P205,P01,P02,27
2024,P11,NA,866,P205,P01,P02,"2,760"
2024,P11,NA,867,P205,P01,P02,"17,693"
2024,P11,NA,868,P205,P01,P02,"6,550"
2024,P11,NA,871,P205,P01,P02,"12,819"
2024,P11,NA,872,P205,P01,P02,113
2024,P11,NA,877,P205,P01,P02,"2,003"
2024,P11,NA,878,P205,P01,P02,"2,867"
2024,P11,NA,891,P205,P01,P02,109
2024,P11,NA,894,P205,P01,P02,89
2024,P11,NA,897,P205,P01,P02,34
2024,P11,NA,899,P205,P01,P02,"11,249"
2024,P11,NA,913,P205,P01,P02,1
2024,P11,NA,914,P205,P01,P02,118
2024,P11,NA,916,P205,P01,P02,95
2024,P11,NA,917,P205,P01,P02,130
2024,P11,NA,918,P205,P01,P02,53
2024,P11,NA,919,P205,P01,P02,130
2024,P11,NA,921,P205,P01,P02,"9,631"
2024,P11,NA,922,P205,P01,P02,"3,654"
2024,P11,NA,923,P205,P01,P02,429
2024,P11,NA,924,P205,P01,P02,820
2024,P11,NA,932,P205,P01,P02,516
2024,P11,NA,933,P205,P01,P02,"1,627"
2024,P11,NA,934,P205,P01,P02,126
2024,P11,NA,936,P205,P01,P02,921
2024,P11,NA,937,P205,P01,P02,470
2024,P11,NA,938,P205,P01,P02,"5,298"
2024,P11,NA,951,P205,P01,P02,"7,209"
2024,P11,NA,953,P205,P01,P02,943
2024,P11,NA,954,P205,P01,P02,71
2024,P11,NA,958,P205,P01,P02,193
2024,P11,NA,961,P205,P01,P02,"12,252"
2024,P11,NA,962,P205,P01,P02,"1,962"
2024,P11,NA,963,P205,P01,P02,880
2024,P11,NA,964,P205,P01,P02,44
2024,P11,NA,965,P205,P01,P02,65
2024,P11,NA,966,P205,P01,P02,188
2024,P11,NA,967,P205,P01,P02,"1,768"
2024,P11,NA,968,P205,P01,P02,205
2024,P11,NA,971,P205,P01,P02,"1,707"
2024,P11,NA,972,P205,P01,P02,44
2024,P11,NA,981,P205,P01,P02,"8,816"
2024,P11,NA,982,P205,P01,P02,287
2024,P11,NA,983,P205,P01,P02,"3,521"
2024,P11,NA,984,P205,P01,P02,"6,778"
2024,P11,NA,985,P205,P01,P02,"1,408"
2024,P11,NA,986,P205,P01,P02,829
2024,P11,NA,987,P205,P01,P02,"2,160"
2024,P11,NA,988,P205,P01,P02,76
2024,P11,NA,991,P205,P01,P02,"1,200"
2024,P11,NA,993,P205,P01,P02,"12,307"
2024,P11,NA,996,P205,P01,P02,161
2024,P11,NA,997,P205,P01,P02,214
2024,P11,NA,998,P205,P01,P02,"16,317"
2024,P11,NA,999,P205,P01,P02,"36,035"
2024,P11,NA,33,P205,P01,P03,"168,619"
2024,P11,NA,55,P205,P01,P03,"197,659"
2024,P11,NA,81,P205,P01,P03,"66,366"
2024,P11,NA,222,P205,P01,P03,"7,547"
2024,P11,NA,223,P205,P01,P03,322
2024,P11,NA,224,P205,P01,P03,23
2024,P11,NA,225,P205,P01,P03,179
2024,P11,NA,226,P205,P01,P03,106
2024,P11,NA,227,P205,P01,P03,226
2024,P11,NA,228,P205,P01,P03,"28,695"
2024,P11,NA,229,P205,P01,P03,"22,644"
2024,P11,NA,231,P205,P01,P03,"22,980"
2024,P11,NA,232,P205,P01,P03,"20,212"
2024,P11,NA,235,P205,P01,P03,11
2024,P11,NA,238,P205,P01,P03,"14,964"
2024,P11,NA,241,P205,P01,P03,"70,512"
2024,P11,NA,243,P205,P01,P03,190
2024,P11,NA,244,P205,P01,P03,"23,064"
2024,P11,NA,245,P205,P01,P03,82
2024,P11,NA,246,P205,P01,P03,"42,162"
2024,P11,NA,247,P205,P01,P03,909
2024,P11,NA,248,P205,P01,P03,"4,395"
2024,P11,NA,249,P205,P01,P03,"14,076"
2024,P11,NA,271,P205,P01,P03,"10,710"
2024,P11,NA,272,P205,P01,P03,"14,713"
2024,P11,NA,273,P205,P01,P03,35
2024,P11,NA,274,P205,P01,P03,"7,547"
2024,P11,NA,276,P205,P01,P03,155
2024,P11,NA,278,P205,P01,P03,46
2024,P11,NA,279,P205,P01,P03,82
2024,P11,NA,281,P205,P01,P03,238
2024,P11,NA,282,P205,P01,P03,418
2024,P11,NA,284,P205,P01,P03,82
2024,P11,NA,285,P205,P01,P03,130
2024,P11,NA,287,P205,P01,P03,"6,696"
2024,P11,NA,288,P205,P01,P03,"3,893"
2024,P11,NA,294,P205,P01,P03,"2,335"
2024,P11,NA,296,P205,P01,P03,275
2024,P11,NA,311,P205,P01,P03,"26,958"
2024,P11,NA,312,P205,P01,P03,981
2024,P11,NA,313,P205,P01,P03,"2,742"
2024,P11,NA,314,P205,P01,P03,"1,413"
2024,P11,NA,315,P205,P01,P03,"6,049"
2024,P11,NA,317,P205,P01,P03,59
2024,P11,NA,322,P205,P01,P03,"11,682"
2024,P11,NA,323,P205,P01,P03,106
2024,P11,NA,324,P205,P01,P03,23
2024,P11,NA,325,P205,P01,P03,23
2024,P11,NA,327,P205,P01,P03,11
2024,P11,NA,341,P205,P01,P03,501
2024,P11,NA,348,P205,P01,P03,"8,290"
2024,P11,NA,351,P205,P01,P03,"14,952"
2024,P11,NA,352,P205,P01,P03,"7,655"
2024,P11,NA,353,P205,P01,P03,"5,581"
2024,P11,NA,354,P205,P01,P03,106
2024,P11,NA,373,P205,P01,P03,94
2024,P11,NA,374,P205,P01,P03,46
2024,P11,NA,378,P205,P01,P03,"1,592"
2024,P11,NA,391,P205,P01,P03,418
2024,P11,NA,392,P205,P01,P03,"5,318"
2024,P11,NA,393,P205,P01,P03,"1,880"
2024,P11,NA,395,P205,P01,P03,898
2024,P11,NA,411,P205,P01,P03,"8,481"
2024,P11,NA,412,P205,P01,P03,"18,091"
2024,P11,NA,413,P205,P01,P03,"12,520"
2024,P11,NA,414,P205,P01,P03,"3,102"
2024,P11,NA,415,P205,P01,P03,"4,887"
2024,P11,NA,417,P205,P01,P03,"2,538"
2024,P11,NA,418,P205,P01,P03,"7,236"
2024,P11,NA,419,P205,P01,P03,11
2024,P11,NA,425,P205,P01,P03,538
2024,P11,NA,427,P205,P01,P03,"22,202"
2024,P11,NA,428,P205,P01,P03,202
2024,P11,NA,429,P205,P01,P03,118
2024,P11,NA,431,P205,P01,P03,957
2024,P11,NA,432,P205,P01,P03,59
2024,P11,NA,434,P205,P01,P03,"3,785"
2024,P11,NA,436,P205,P01,P03,46
2024,P11,NA,441,P205,P01,P03,"9,619"
2024,P11,NA,442,P205,P01,P03,"30,480"
2024,P11,NA,443,P205,P01,P03,"22,069"
2024,P11,NA,444,P205,P01,P03,"96,764"
2024,P11,NA,445,P205,P01,P03,"1,208"
2024,P11,NA,447,P205,P01,P03,"6,397"
2024,P11,NA,448,P205,P01,P03,35
2024,P11,NA,449,P205,P01,P03,"128,599"
2024,P11,NA,452,P205,P01,P03,"7,775"
2024,P11,NA,453,P205,P01,P03,"11,908"
2024,P11,NA,456,P205,P01,P03,"1,124"
2024,P11,NA,458,P205,P01,P03,"2,204"
2024,P11,NA,461,P205,P01,P03,"52,024"
2024,P11,NA,462,P205,P01,P03,"22,501"
2024,P11,NA,464,P205,P01,P03,"18,079"
2024,P11,NA,465,P205,P01,P03,633
2024,P11,NA,466,P205,P01,P03,"2,730"
2024,P11,NA,468,P205,P01,P03,741
2024,P11,NA,469,P205,P01,P03,"1,208"
2024,P11,NA,472,P205,P01,P03,"45,697"
2024,P11,NA,473,P205,P01,P03,"13,850"
2024,P11,NA,474,P205,P01,P03,"8,218"
2024,P11,NA,475,P205,P01,P03,94
2024,P11,NA,476,P205,P01,P03,"27,245"
2024,P11,NA,477,P205,P01,P03,"108,865"
2024,P11,NA,478,P205,P01,P03,106
2024,P11,NA,481,P205,P01,P03,35
2024,P11,NA,485,P205,P01,P03,59
2024,P11,NA,487,P205,P01,P03,35
2024,P11,NA,488,P205,P01,P03,"1,484"
2024,P11,NA,492,P205,P01,P03,"10,578"
2024,P11,NA,493,P205,P01,P03,"13,478"
2024,P11,NA,494,P205,P01,P03,226
2024,P11,NA,495,P205,P01,P03,"3,413"
2024,P11,NA,496,P205,P01,P03,46
2024,P11,NA,498,P205,P01,P03,155
2024,P11,NA,595,P205,P01,P03,478
2024,P11,NA,612,P205,P01,P03,59
2024,P11,NA,614,P205,P01,P03,"1,700"
2024,P11,NA,618,P205,P01,P03,"7,847"
2024,P11,NA,622,P205,P01,P03,825
2024,P11,NA,624,P205,P01,P03,130
2024,P11,NA,625,P205,P01,P03,238
2024,P11,NA,627,P205,P01,P03,59
